"Status","Year","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Royal Fleet Auxiliary","150","150","35020","32400"
"Leaver CS","2021","Rural Payments Agency","90","80","25660","22800"
"Leaver CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Courts and Tribunals Service","100","90","27950","22820"
"Leaver CS","2021","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Government (excl. agencies)","270","250","41610","35110"
"Leaver CS","2021","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Scottish Prison Service","240","210","32460","33650"
"Leaver CS","2021","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Submarine Delivery Agency","50","50","39000","39070"
"Leaver CS","2021","The National Archives","30","30","[c]","[c]"
"Leaver CS","2021","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Hydrographic Office","50","50","35220","33290"
"Leaver CS","2021","UK Intellectual Property Office","40","30","[c]","[c]"
"Leaver CS","2021","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","United Kingdom Statistics Authority","300","250","28650","22590"
"Leaver CS","2021","Valuation Office Agency","260","220","29810","25900"
"Leaver CS","2021","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wales Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Water Services Regulation Authority","30","30","[c]","[c]"
"Leaver CS","2021","Welsh Government (excl. agencies)","140","130","42910","37410"
"Leaver CS","2021","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Advisory, Conciliation and Arbitration Service","70","60","32450","30550"
"Leaver CS","2022","Animal and Plant Health Agency","280","250","29600","24920"
"Leaver CS","2022","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Cabinet Office (excl. agencies)","720","700","50760","43060"
"Leaver CS","2022","Centre for Environment, Fisheries and Aquaculture Science","50","40","[c]","[c]"
"Leaver CS","2022","Charity Commission","60","60","35540","29230"
"Leaver CS","2022","Companies House","80","70","30240","24500"
"Leaver CS","2022","Competition and Markets Authority","100","90","52500","53530"
"Leaver CS","2022","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","80","80","38300","35940"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","110","100","33410","23230"
"Leaver CS","2022","Crown Prosecution Service","410","370","40520","38000"
"Leaver CS","2022","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","890","840","33430","30420"
"Leaver CS","2022","Defence Science and Technology Laboratory","300","290","36490","36160"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","310","300","46290","40220"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","160","150","41960","36000"
"Leaver CS","2022","Department for Education (excl. agencies)","360","350","40810","36500"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","430","420","[c]","[c]"
"Leaver CS","2022","Department for International Trade","220","220","[c]","[c]"
"Leaver CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","170","160","43150","38300"
"Leaver CS","2022","Department for Transport (excl. agencies)","230","230","45340","42470"
"Leaver CS","2022","Department for Work and Pensions (excl. agencies)","8660","7620","26990","27570"
"Leaver CS","2022","Department of Health and Social Care (excl. agencies)","630","40","[c]","[c]"
"Leaver CS","2022","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Driver and Vehicle Licensing Agency","420","340","24530","21840"
"Leaver CS","2022","Driver and Vehicle Standards Agency","460","410","28500","26780"
"Leaver CS","2022","Education and Skills Funding Agency","80","70","46510","41620"
"Leaver CS","2022","Education Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Estyn","[c]","[c]","[c]","[c]"
"Leaver CS","2022","FCDO Services","70","70","44090","38680"
"Leaver CS","2022","Food Standards Agency","80","80","34070","30810"
"Leaver CS","2022","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Foreign, Commonwealth and Development Office (excl. agencies)","340","130","49120","48500"
"Leaver CS","2022","Forestry and Land Scotland","120","110","29970","27360"
"Leaver CS","2022","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Government Internal Audit Agency","40","40","[c]","[c]"
"Leaver CS","2022","Government Legal Department","200","190","52250","51250"
"Leaver CS","2022","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Health and Safety Executive","210","180","40510","35910"
"Leaver CS","2022","HM Courts and Tribunals Service","2050","1820","23960","20970"
"Leaver CS","2022","HM Land Registry","410","350","32960","27130"
"Leaver CS","2022","HM Prison and Probation Service","7190","6640","32410","30160"
"Leaver CS","2022","HM Revenue and Customs (excl. agencies)","4710","3960","33040","28920"
"Leaver CS","2022","HM Treasury (excl. agencies)","180","180","[c]","[c]"
"Leaver CS","2022","Home Office","2090","1800","31930","27370"
"Leaver CS","2022","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Intellectual Property Office","60","60","35070","27420"
"Leaver CS","2022","Legal Aid Agency","50","50","24070","20970"
"Leaver CS","2022","Maritime and Coastguard Agency","160","150","34910","30730"
"Leaver CS","2022","Medicines and Healthcare Products Regulatory Agency","270","260","47740","40450"
"Leaver CS","2022","Met Office","130","120","35020","35520"
"Leaver CS","2022","Ministry of Defence (excl. agencies)","3380","3180","31470","26930"
"Leaver CS","2022","Ministry of Justice (excl. agencies)","420","410","41940","37500"
"Leaver CS","2022","National Crime Agency","320","310","42450","39840"
"Leaver CS","2022","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Records of Scotland","40","40","[c]","[c]"
"Leaver CS","2022","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","190","180","52800","51360"
"Leaver CS","2022","Office of Gas and Electricity Markets","240","230","45710","38280"
"Leaver CS","2022","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of Rail and Road","30","30","[c]","[c]"
"Leaver CS","2022","Office of the Public Guardian","70","60","22810","20970"
"Leaver CS","2022","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectorate","70","70","41980","42380"
"Leaver CS","2022","Public Health England","1520","1380","43310","38200"
"Leaver CS","2022","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Registers of Scotland","30","30","[c]","[c]"
"Leaver CS","2022","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Royal Fleet Auxiliary","240","240","36010","33270"
"Leaver CS","2022","Rural Payments Agency","170","160","25340","21300"
"Leaver CS","2022","Scottish Courts and Tribunals Service","170","140","29050","23780"
"Leaver CS","2022","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Government (excl. agencies)","420","380","41670","36130"
"Leaver CS","2022","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Scottish Prison Service","340","310","32260","35000"
"Leaver CS","2022","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Serious Fraud Office","50","50","[c]","[c]"
"Leaver CS","2022","Social Security Scotland","40","40","[c]","[c]"
"Leaver CS","2022","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Submarine Delivery Agency","140","140","38120","37670"
"Leaver CS","2022","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","The Insolvency Service","100","90","32190","26000"
"Leaver CS","2022","The National Archives","70","60","31730","28460"
"Leaver CS","2022","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Debt Management Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","UK Export Finance","50","50","[c]","[c]"
"Leaver CS","2022","UK Health Security Agency","780","720","40590","36330"
"Leaver CS","2022","UK Hydrographic Office","70","60","36890","34170"
"Leaver CS","2022","UK Space Agency","90","60","[c]","[c]"
"Leaver CS","2022","UK Statistics Authority","580","490","28270","23630"
"Leaver CS","2022","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Valuation Office Agency","270","230","29190","24500"
"Leaver CS","2022","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Water Services Regulation Authority","50","50","[c]","[c]"
"Leaver CS","2022","Welsh Government (excl. agencies)","250","210","42770","37410"
"Leaver CS","2022","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Advisory, Conciliation and Arbitration Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Animal and Plant Health Agency","50","50","23980","21050"
"Leaver Dept.","2021","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Cabinet Office (excl. agencies)","1390","1380","39830","32320"
"Leaver Dept.","2021","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Crown Prosecution Service","70","70","37150","30610"
"Leaver Dept.","2021","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Defence Equipment and Support","380","380","33990","31950"
"Leaver Dept.","2021","Defence Science and Technology Laboratory","60","60","39620","37320"
"Leaver Dept.","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","460","420","46510","40220"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","200","200","46890","49600"
"Leaver Dept.","2021","Department for Education (excl. agencies)","210","210","43030","38770"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","420","410","41560","36970"
"Leaver Dept.","2021","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","270","270","43340","38540"
"Leaver Dept.","2021","Department for Transport (excl. agencies)","200","200","45220","42460"
"Leaver Dept.","2021","Department for Work and Pensions (excl. agencies)","1350","1300","30090","27570"
"Leaver Dept.","2021","Department of Health and Social Care (excl. agencies)","170","[c]","[c]","[c]"
"Leaver Dept.","2021","Driver and Vehicle Licensing Agency","100","100","26970","21590"
"Leaver Dept.","2021","Driver and Vehicle Standards Agency","60","60","30810","26700"
"Leaver Dept.","2021","Education and Skills Funding Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign and Commonwealth Office (excl. agencies)","90","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office (excl. agencies)","230","70","51930","52190"
"Leaver Dept.","2021","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Government Legal Department","90","90","45990","50570"
"Leaver Dept.","2021","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Health and Safety Executive","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Courts and Tribunals Service","370","360","26070","21320"
"Leaver Dept.","2021","HM Prison and Probation Service","400","380","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs (excl. agencies)","1620","1570","[c]","[c]"
"Leaver Dept.","2021","HM Treasury (excl. agencies)","120","120","[c]","[c]"
"Leaver Dept.","2021","Home Office (incl. agencies)","1070","1020","35760","29860"
"Leaver Dept.","2021","Insolvency Service","50","50","[c]","[c]"
"Leaver Dept.","2021","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Maritime and Coastguard Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence (excl. agencies)","390","380","39490","36100"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","360","350","40960","34650"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","410","400","42230","36800"
"Leaver Dept.","2021","National Crime Agency","60","60","46620","43610"
"Leaver Dept.","2021","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","30","30","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","50","50","40420","32010"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","60","60","44550","37240"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of the Public Guardian","90","90","22300","21170"
"Leaver Dept.","2021","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2021","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Rural Payments Agency","60","60","29230","25190"
"Leaver Dept.","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Space Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","United Kingdom Statistics Authority","160","150","37070","33250"
"Leaver Dept.","2021","Valuation Office Agency","80","70","34200","26500"
"Leaver Dept.","2021","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Advisory, Conciliation and Arbitration Service","50","50","[c]","[c]"
"Leaver Dept.","2022","Animal and Plant Health Agency","50","40","[c]","[c]"
"Leaver Dept.","2022","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Cabinet Office (excl. agencies)","1820","1800","42010","34550"
"Leaver Dept.","2022","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Charity Commission","30","30","[c]","[c]"
"Leaver Dept.","2022","Companies House","40","40","[c]","[c]"
"Leaver Dept.","2022","Competition and Markets Authority","40","40","[c]","[c]"
"Leaver Dept.","2022","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Commercial Service","40","40","[c]","[c]"
"Leaver Dept.","2022","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Crown Prosecution Service","110","110","33720","26970"
"Leaver Dept.","2022","Defence Equipment and Support","440","430","34500","32120"
"Leaver Dept.","2022","Defence Science and Technology Laboratory","70","70","39730","38070"
"Leaver Dept.","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","580","560","45850","40050"
"Leaver Dept.","2022","Department for Digital, Culture, Media and Sport","210","210","44650","38020"
"Leaver Dept.","2022","Department for Education (excl. agencies)","430","420","43110","39780"
"Leaver Dept.","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","380","370","[c]","[c]"
"Leaver Dept.","2022","Department for International Trade","220","220","[c]","[c]"
"Leaver Dept.","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","310","310","41560","36340"
"Leaver Dept.","2022","Department for Transport (excl. agencies)","310","310","43530","42470"
"Leaver Dept.","2022","Department for Work and Pensions (excl. agencies)","3040","2950","29770","27570"
"Leaver Dept.","2022","Department of Health and Social Care (excl. agencies)","1310","30","[c]","[c]"
"Leaver Dept.","2022","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Driver and Vehicle Licensing Agency","150","150","28950","26470"
"Leaver Dept.","2022","Driver and Vehicle Standards Agency","140","140","30790","27570"
"Leaver Dept.","2022","Education and Skills Funding Agency","60","60","37130","36500"
"Leaver Dept.","2022","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Food Standards Agency","70","70","41180","39390"
"Leaver Dept.","2022","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Foreign, Commonwealth and Development Office (excl. agencies)","420","110","43970","39630"
"Leaver Dept.","2022","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Government Legal Department","100","90","48220","51250"
"Leaver Dept.","2022","Government Property Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Health and Safety Executive","70","60","37170","31990"
"Leaver Dept.","2022","HM Courts and Tribunals Service","530","520","26510","22680"
"Leaver Dept.","2022","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","HM Prison and Probation Service","570","560","[c]","[c]"
"Leaver Dept.","2022","HM Revenue and Customs (excl. agencies)","1340","1300","[c]","[c]"
"Leaver Dept.","2022","HM Treasury (excl. agencies)","190","190","[c]","[c]"
"Leaver Dept.","2022","Home Office","1400","1360","35550","28990"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","50","50","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","50","50","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","580","570","37450","33300"
"Leaver Dept.","2022","Ministry of Justice (excl. agencies)","440","430","40690","36800"
"Leaver Dept.","2022","National Crime Agency","110","100","42890","39840"
"Leaver Dept.","2022","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
