"Status","Year","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Office for Standards in Education, Children's Services and Skills","50","50","41450","35920"
"Leaver Dept.","2022","Office of Gas and Electricity Markets","100","100","37050","31720"
"Leaver Dept.","2022","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Public Guardian","140","130","24200","21170"
"Leaver Dept.","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Planning Inspectorate","60","60","39920","34860"
"Leaver Dept.","2022","Public Health England","6490","5950","43000","37470"
"Leaver Dept.","2022","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Rural Payments Agency","80","80","27120","24920"
"Leaver Dept.","2022","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scottish Government (excl. agencies)","30","30","[c]","[c]"
"Leaver Dept.","2022","Serious Fraud Office","40","40","[c]","[c]"
"Leaver Dept.","2022","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","The Insolvency Service","90","90","30230","24780"
"Leaver Dept.","2022","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Transport Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Health Security Agency","40","40","[c]","[c]"
"Leaver Dept.","2022","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","UK Statistics Authority","230","230","35440","30810"
"Leaver Dept.","2022","Valuation Office Agency","60","60","31530","25500"
"Leaver Dept.","2022","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Welsh Government (excl. agencies)","50","50","39940","36300"
"Leaver Dept.","2022","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Advisory, Conciliation and Arbitration Service","160","160","26270","24250"
"New entrant CS","2021","Animal and Plant Health Agency","490","470","25110","24370"
"New entrant CS","2021","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Cabinet Office (excl. agencies)","1740","1720","39710","28000"
"New entrant CS","2021","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Charity Commission","60","60","34470","29160"
"New entrant CS","2021","Companies House","70","70","34700","34170"
"New entrant CS","2021","Competition and Markets Authority","80","80","49340","53530"
"New entrant CS","2021","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Crown Commercial Service","170","160","35370","32000"
"New entrant CS","2021","Crown Office and Procurator Fiscal Service","150","140","25090","20760"
"New entrant CS","2021","Crown Prosecution Service","730","710","33410","26970"
"New entrant CS","2021","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Defence Equipment and Support","730","710","32060","29000"
"New entrant CS","2021","Defence Science and Technology Laboratory","220","220","32260","28650"
"New entrant CS","2021","Department for Business, Energy and Industrial Strategy (excl. agencies)","730","720","38040","33570"
"New entrant CS","2021","Department for Digital, Culture, Media and Sport","400","400","39110","34020"
"New entrant CS","2021","Department for Education (excl. agencies)","620","610","35750","32870"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","1030","1010","36830","32560"
"New entrant CS","2021","Department for International Trade","390","390","34570","31800"
"New entrant CS","2021","Department for Transport (excl. agencies)","560","560","36850","34710"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","16980","16660","26790","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","1110","1090","39780","32790"
"New entrant CS","2021","Disclosure Scotland","50","40","[c]","[c]"
"New entrant CS","2021","Driver and Vehicle Licensing Agency","340","310","23790","21590"
"New entrant CS","2021","Driver and Vehicle Standards Agency","270","270","28680","26130"
"New entrant CS","2021","Education and Skills Funding Agency","100","100","35750","36280"
"New entrant CS","2021","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Food Standards Agency","100","90","34650","32350"
"New entrant CS","2021","Food Standards Scotland","50","50","31300","30650"
"New entrant CS","2021","Forestry and Land Scotland","100","90","27350","25140"
"New entrant CS","2021","Government Actuary's Department","40","40","[c]","[c]"
"New entrant CS","2021","Government Internal Audit Agency","40","40","[c]","[c]"
"New entrant CS","2021","Government Legal Department","260","250","41990","43920"
"New entrant CS","2021","Government Property Agency","50","40","[c]","[c]"
"New entrant CS","2021","Health and Safety Executive","190","190","32160","26370"
"New entrant CS","2021","HM Courts and Tribunals Service","2190","2130","21970","19930"
"New entrant CS","2021","HM Land Registry","700","680","26170","22350"
"New entrant CS","2021","HM Prison and Probation Service","5750","5550","23930","22850"
"New entrant CS","2021","HM Revenue and Customs (excl. agencies)","5140","5030","24760","20140"
"New entrant CS","2021","HM Treasury (excl. agencies)","400","400","32480","28500"
"New entrant CS","2021","Home Office (incl. agencies)","2170","2130","31740","25770"
"New entrant CS","2021","Insolvency Service","210","200","24470","20880"
"New entrant CS","2021","Institute for Apprenticeships and Technical Education","40","40","[c]","[c]"
"New entrant CS","2021","Legal Aid Agency","60","60","21890","19930"
"New entrant CS","2021","Maritime and Coastguard Agency","210","200","33190","30730"
"New entrant CS","2021","Medicines and Healthcare Products Regulatory Agency","180","180","39810","34150"
"New entrant CS","2021","Met Office","130","130","33550","30930"
"New entrant CS","2021","Ministry of Defence (excl. agencies)","3010","2920","29280","26350"
"New entrant CS","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","330","320","38900","33210"
"New entrant CS","2021","Ministry of Justice (excl. agencies)","730","720","38040","34050"
"New entrant CS","2021","National Crime Agency","1050","1040","34310","32770"
"New entrant CS","2021","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","National Records of Scotland","40","40","[c]","[c]"
"New entrant CS","2021","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office for Standards in Education, Children's Services and Skills","170","170","49340","46360"
"New entrant CS","2021","Office of Gas and Electricity Markets","310","310","34450","26750"
"New entrant CS","2021","Office of Qualifications and Examinations Regulation","40","40","[c]","[c]"
"New entrant CS","2021","Office of Rail and Road","40","30","[c]","[c]"
"New entrant CS","2021","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectorate","100","90","30280","26050"
"New entrant CS","2021","Public Health England","2020","1750","35090","31370"
"New entrant CS","2021","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Rural Payments Agency","60","60","24100","21050"
"New entrant CS","2021","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Courts and Tribunals Service","100","100","23200","20850"
"New entrant CS","2021","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Government (excl. agencies)","790","770","37270","30650"
"New entrant CS","2021","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scottish Prison Service","280","270","22010","20810"
"New entrant CS","2021","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Serious Fraud Office","30","30","[c]","[c]"
"New entrant CS","2021","Social Security Scotland","390","380","25920","20060"
"New entrant CS","2021","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Submarine Delivery Agency","200","190","35750","32000"
"New entrant CS","2021","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","The National Archives","60","60","32670","31960"
"New entrant CS","2021","Transport Scotland","30","30","[c]","[c]"
"New entrant CS","2021","UK Export Finance","90","90","45700","44080"
"New entrant CS","2021","UK Hydrographic Office","70","70","28380","20820"
"New entrant CS","2021","UK Intellectual Property Office","180","180","28520","23320"
"New entrant CS","2021","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","United Kingdom Statistics Authority","1060","1020","31690","29540"
"New entrant CS","2021","Valuation Office Agency","260","260","25390","24500"
"New entrant CS","2021","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Water Services Regulation Authority","40","40","[c]","[c]"
"New entrant CS","2021","Welsh Government (excl. agencies)","200","180","27640","20500"
"New entrant CS","2021","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Advisory, Conciliation and Arbitration Service","60","60","26820","24250"
"New entrant CS","2022","Animal and Plant Health Agency","490","480","26060","24920"
"New entrant CS","2022","Attorney General's Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office (excl. agencies)","1760","1740","38650","28000"
"New entrant CS","2022","Centre for Environment, Fisheries and Aquaculture Science","90","90","26850","25460"
"New entrant CS","2022","Charity Commission","90","80","28330","24440"
"New entrant CS","2022","Companies House","170","160","28120","20100"
"New entrant CS","2022","Competition and Markets Authority","140","130","45260","36000"
"New entrant CS","2022","Criminal Injuries Compensation Authority","40","40","[c]","[c]"
"New entrant CS","2022","Crown Commercial Service","130","120","32820","30420"
"New entrant CS","2022","Crown Office and Procurator Fiscal Service","420","410","26460","21050"
"New entrant CS","2022","Crown Prosecution Service","680","670","31460","25480"
"New entrant CS","2022","Defence Equipment and Support","980","960","30680","27540"
"New entrant CS","2022","Defence Science and Technology Laboratory","650","630","30280","27010"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","690","680","37660","33570"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","400","390","35500","34020"
"New entrant CS","2022","Department for Education (excl. agencies)","810","790","34620","30000"
"New entrant CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","1810","1770","37730","34710"
"New entrant CS","2022","Department for International Trade","440","430","36620","31800"
"New entrant CS","2022","Department for Levelling Up, Housing and Communities (excl. agencies)","610","600","35600","33210"
"New entrant CS","2022","Department for Transport (excl. agencies)","730","730","42180","38650"
"New entrant CS","2022","Department for Work and Pensions (excl. agencies)","10260","10030","26230","27570"
"New entrant CS","2022","Department of Health and Social Care (excl. agencies)","950","620","36950","32790"
"New entrant CS","2022","Disclosure Scotland","60","60","24240","21050"
"New entrant CS","2022","Driver and Vehicle Licensing Agency","670","620","21850","21840"
"New entrant CS","2022","Driver and Vehicle Standards Agency","640","630","26370","26130"
"New entrant CS","2022","Education and Skills Funding Agency","180","180","33920","29360"
"New entrant CS","2022","Education Scotland","50","50","49830","49860"
"New entrant CS","2022","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","200","200","33440","30350"
"New entrant CS","2022","Food Standards Scotland","80","80","33020","31540"
"New entrant CS","2022","Government Actuary's Department","40","40","[c]","[c]"
"New entrant CS","2022","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Government Legal Department","320","310","40180","43920"
"New entrant CS","2022","Government Property Agency","80","80","46860","44000"
"New entrant CS","2022","Health and Safety Executive","300","300","34110","29010"
"New entrant CS","2022","HM Courts and Tribunals Service","1900","1840","24230","20970"
"New entrant CS","2022","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","510","500","27130","22600"
"New entrant CS","2022","HM Prison and Probation Service","15200","14440","26970","24800"
"New entrant CS","2022","HM Revenue and Customs (excl. agencies)","8010","7820","27040","26590"
"New entrant CS","2022","HM Treasury (excl. agencies)","300","290","32920","28500"
"New entrant CS","2022","Home Office","2570","2450","29780","24880"
"New entrant CS","2022","Institute for Apprenticeships and Technical Education","60","60","41420","36570"
"New entrant CS","2022","Intellectual Property Office","230","220","29050","24030"
"New entrant CS","2022","Legal Aid Agency","90","80","22610","20970"
"New entrant CS","2022","Maritime and Coastguard Agency","190","180","31410","26840"
"New entrant CS","2022","Medicines and Healthcare Products Regulatory Agency","50","50","[c]","[c]"
"New entrant CS","2022","Met Office","230","220","27900","24360"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","2850","2760","30290","26350"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","740","730","35910","34260"
"New entrant CS","2022","National Crime Agency","520","500","36900","34140"
"New entrant CS","2022","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","70","70","36430","31540"
"New entrant CS","2022","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","40","40","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","240","240","49100","46360"
"New entrant CS","2022","Office of Gas and Electricity Markets","460","450","35990","30000"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","70","60","37000","38000"
"New entrant CS","2022","Office of Rail and Road","40","40","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","220","200","22180","20970"
"New entrant CS","2022","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","80","70","32770","32780"
"New entrant CS","2022","Public Health England","260","210","39660","35060"
"New entrant CS","2022","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Registers of Scotland","50","50","26690","22780"
"New entrant CS","2022","Revenue Scotland","40","30","[c]","[c]"
"New entrant CS","2022","Royal Fleet Auxiliary","150","150","20590","16190"
"New entrant CS","2022","Rural Payments Agency","540","520","21970","21300"
"New entrant CS","2022","Scottish Courts and Tribunals Service","310","290","23810","22000"
"New entrant CS","2022","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Government (excl. agencies)","1450","1410","35110","31540"
"New entrant CS","2022","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scottish Prison Service","400","390","23060","21640"
"New entrant CS","2022","Scottish Public Pensions Agency","60","50","25580","24400"
"New entrant CS","2022","Serious Fraud Office","40","40","[c]","[c]"
"New entrant CS","2022","Social Security Scotland","1390","1360","27260","27230"
"New entrant CS","2022","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Student Awards Agency for Scotland","40","40","[c]","[c]"
"New entrant CS","2022","Submarine Delivery Agency","240","230","35400","32000"
"New entrant CS","2022","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","The Insolvency Service","70","70","27610","23810"
"New entrant CS","2022","The National Archives","100","90","31970","28040"
"New entrant CS","2022","Transport Scotland","60","60","35420","31540"
"New entrant CS","2022","UK Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Export Finance","120","120","43010","39000"
"New entrant CS","2022","UK Health Security Agency","2070","1930","37080","32330"
"New entrant CS","2022","UK Hydrographic Office","120","120","28500","24300"
"New entrant CS","2022","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","UK Statistics Authority","1010","920","29230","30210"
"New entrant CS","2022","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Valuation Office Agency","500","490","26430","25000"
"New entrant CS","2022","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Water Services Regulation Authority","60","60","43600","36690"
"New entrant CS","2022","Welsh Government (excl. agencies)","360","340","34770","31210"
"New entrant CS","2022","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Wilton Park","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or 10 as appropriate.","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","",""
"Data column","Description","","","","",""
"Status","Employment status of the civil servants.","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","",""
"Year","Year of data collection (as at March 31st).","","","","",""
"Organisation","Executive Agencies, Ministerial and Non-Ministerial Departments.","","","","",""
"","On 30 September 2021, the Ministry for Housing, Communities and Local Government changed it's name to the Department for Levelling Up, Housing and Communities.","","","","",""
"","On 1 October 2021, Public Health England was dissolved and it's staff were transferred into either the newly created UK Health Security Agency, the NHS or the Department for Health and Social Care (excl. agencies). In addition to this the DHSC have been offboarding Test and Trace staff as well as onboarding the former PHE staff onto their system and so caution should be advised when interpretting data at DHSC as they are currently undertaking data cleansing exercises. PHE only includes entrants and leavers up to 30 September 2021 and UKHSA only inlcudes entrants and leavers from 1 October to 31 March 2022.","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
"Median_salary","Median salary (rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","",""
