"Status","Year","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Heterosexual / straight","3770","3650","40670","37400"
"In post","2021","Commercial","LGBO","170","160","37130","33390"
"In post","2021","Commercial","Undeclared","490","470","40010","37980"
"In post","2021","Commercial","Unknown","930","900","40240","38200"
"In post","2021","Communications","Heterosexual / straight","2580","2490","41540","38100"
"In post","2021","Communications","LGBO","200","200","41800","39670"
"In post","2021","Communications","Undeclared","310","290","38760","36980"
"In post","2021","Communications","Unknown","880","850","42510","38690"
"In post","2021","Corporate Finance","Heterosexual / straight","120","120","48390","46080"
"In post","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Unknown","40","40","[c]","[c]"
"In post","2021","Counter Fraud","Heterosexual / straight","600","570","37520","34820"
"In post","2021","Counter Fraud","LGBO","30","30","[c]","[c]"
"In post","2021","Counter Fraud","Undeclared","60","60","35720","33740"
"In post","2021","Counter Fraud","Unknown","210","200","40720","39170"
"In post","2021","Digital, Data and Technology","Heterosexual / straight","8280","8060","42300","38630"
"In post","2021","Digital, Data and Technology","LGBO","490","480","41280","37650"
"In post","2021","Digital, Data and Technology","Undeclared","1330","1290","41040","38630"
"In post","2021","Digital, Data and Technology","Unknown","3190","3120","40770","37940"
"In post","2021","Economics","Heterosexual / straight","1400","1370","47850","47180"
"In post","2021","Economics","LGBO","130","120","45790","38750"
"In post","2021","Economics","Undeclared","160","160","47330","45250"
"In post","2021","Economics","Unknown","480","470","45280","38600"
"In post","2021","Finance","Heterosexual / straight","6580","6270","40810","36970"
"In post","2021","Finance","LGBO","250","240","43660","40450"
"In post","2021","Finance","Undeclared","900","850","40380","37100"
"In post","2021","Finance","Unknown","1440","1350","37660","33530"
"In post","2021","Human Resources","Heterosexual / straight","6000","5690","39050","34490"
"In post","2021","Human Resources","LGBO","350","340","41070","36740"
"In post","2021","Human Resources","Undeclared","610","570","36570","33300"
"In post","2021","Human Resources","Unknown","900","860","36450","32730"
"In post","2021","Inspector of Education and Training","Heterosexual / straight","720","700","66390","74730"
"In post","2021","Inspector of Education and Training","LGBO","50","50","69920","75500"
"In post","2021","Inspector of Education and Training","Undeclared","50","40","[c]","[c]"
"In post","2021","Inspector of Education and Training","Unknown","40","40","[c]","[c]"
"In post","2021","Intelligence Analysis","Heterosexual / straight","2470","2360","34220","30890"
"In post","2021","Intelligence Analysis","LGBO","120","120","35900","30830"
"In post","2021","Intelligence Analysis","Undeclared","420","400","34290","31290"
"In post","2021","Intelligence Analysis","Unknown","380","370","41720","37000"
"In post","2021","Internal Audit","Heterosexual / straight","600","570","46030","43320"
"In post","2021","Internal Audit","LGBO","40","30","[c]","[c]"
"In post","2021","Internal Audit","Undeclared","90","80","45790","42520"
"In post","2021","Internal Audit","Unknown","60","50","42280","40040"
"In post","2021","International Trade","Heterosexual / straight","830","820","47770","43930"
"In post","2021","International Trade","LGBO","80","80","51070","51970"
"In post","2021","International Trade","Undeclared","90","90","44800","38780"
"In post","2021","International Trade","Unknown","460","460","45060","38800"
"In post","2021","Knowledge and Information Management","Heterosexual / straight","1640","1570","36770","33300"
"In post","2021","Knowledge and Information Management","LGBO","90","90","34180","32330"
"In post","2021","Knowledge and Information Management","Undeclared","330","310","37630","34890"
"In post","2021","Knowledge and Information Management","Unknown","330","310","36950","34240"
"In post","2021","Legal","Heterosexual / straight","7730","7240","48230","49980"
"In post","2021","Legal","LGBO","450","430","50050","51250"
"In post","2021","Legal","Undeclared","1020","950","46890","45190"
"In post","2021","Legal","Unknown","2940","2740","47790","50520"
"In post","2021","Medicine","Heterosexual / straight","1710","1540","54180","40000"
"In post","2021","Medicine","LGBO","50","50","[c]","[c]"
"In post","2021","Medicine","Undeclared","230","200","63750","53870"
"In post","2021","Medicine","Unknown","510","460","59690","44500"
"In post","2021","Operational Delivery","Heterosexual / straight","116000","107070","29080","26300"
"In post","2021","Operational Delivery","LGBO","6430","6200","28970","26120"
"In post","2021","Operational Delivery","Undeclared","17490","15760","28840","26780"
"In post","2021","Operational Delivery","Unknown","36190","32990","27260","24920"
"In post","2021","Operational Research","Heterosexual / straight","860","820","44610","45560"
"In post","2021","Operational Research","LGBO","70","70","40760","37320"
"In post","2021","Operational Research","Undeclared","110","100","45750","45200"
"In post","2021","Operational Research","Unknown","150","150","42800","40480"
"In post","2021","Other","Heterosexual / straight","15260","14610","30590","26470"
"In post","2021","Other","LGBO","600","580","31720","27350"
"In post","2021","Other","Undeclared","2160","2070","31340","26670"
"In post","2021","Other","Unknown","4640","4510","36280","32700"
"In post","2021","Planning","Heterosexual / straight","160","150","46980","40920"
"In post","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Heterosexual / straight","260","240","57870","58810"
"In post","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Undeclared","30","30","[c]","[c]"
"In post","2021","Planning Inspectors","Unknown","40","30","[c]","[c]"
"In post","2021","Policy","Heterosexual / straight","19700","19130","47630","43690"
"In post","2021","Policy","LGBO","1910","1880","47060","43360"
"In post","2021","Policy","Undeclared","2630","2560","47250","43760"
"In post","2021","Policy","Unknown","4860","4730","46600","41950"
"In post","2021","Project Delivery","Heterosexual / straight","11880","11520","42410","38980"
"In post","2021","Project Delivery","LGBO","560","560","41610","38600"
"In post","2021","Project Delivery","Undeclared","1490","1440","43810","40580"
"In post","2021","Project Delivery","Unknown","2090","2030","41900","38630"
"In post","2021","Property","Heterosexual / straight","4870","4670","36780","33300"
"In post","2021","Property","LGBO","180","170","36090","32550"
"In post","2021","Property","Undeclared","750","720","37290","33300"
"In post","2021","Property","Unknown","1160","1100","34070","31050"
"In post","2021","Psychology","Heterosexual / straight","1060","1010","35780","31180"
"In post","2021","Psychology","LGBO","60","60","31590","29060"
"In post","2021","Psychology","Undeclared","100","90","34940","31180"
"In post","2021","Psychology","Unknown","210","200","36610","33650"
"In post","2021","Science and Engineering","Heterosexual / straight","8880","8550","38370","37080"
"In post","2021","Science and Engineering","LGBO","430","410","36330","31660"
"In post","2021","Science and Engineering","Undeclared","1570","1500","39560","37550"
"In post","2021","Science and Engineering","Unknown","3210","3060","39780","39170"
"In post","2021","Security","Heterosexual / straight","5890","5760","30820","26670"
"In post","2021","Security","LGBO","250","250","32920","30890"
"In post","2021","Security","Undeclared","940","920","34500","37880"
"In post","2021","Security","Unknown","1230","1220","32090","29370"
"In post","2021","Social Research","Heterosexual / straight","850","810","43340","41560"
"In post","2021","Social Research","LGBO","70","70","41290","37020"
"In post","2021","Social Research","Undeclared","60","60","44110","42710"
"In post","2021","Social Research","Unknown","180","170","39140","37020"
"In post","2021","Statistics","Heterosexual / straight","1400","1350","44280","40580"
"In post","2021","Statistics","LGBO","140","140","40900","37020"
"In post","2021","Statistics","Undeclared","140","130","41920","38120"
"In post","2021","Statistics","Unknown","360","340","40680","37020"
"In post","2021","Tax","Heterosexual / straight","9600","9040","35640","31810"
"In post","2021","Tax","LGBO","640","620","33330","31810"
"In post","2021","Tax","Undeclared","1330","1230","38110","32520"
"In post","2021","Tax","Unknown","6240","5920","28790","25560"
"In post","2021","Unknown","Heterosexual / straight","75000","68760","30920","27570"
"In post","2021","Unknown","LGBO","4970","4780","30980","27570"
"In post","2021","Unknown","Undeclared","8700","7850","29650","27570"
"In post","2021","Unknown","Unknown","31980","28760","31180","27570"
"In post","2021","Veterinarian","Heterosexual / straight","290","280","45640","43980"
"In post","2021","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","Undeclared","80","70","47920","50320"
"In post","2021","Veterinarian","Unknown","70","60","46320","44340"
"In post","2022","Commercial","Heterosexual / straight","4450","4290","40280","37400"
"In post","2022","Commercial","LGBO","260","260","37580","34500"
"In post","2022","Commercial","Undeclared","650","620","41240","39560"
"In post","2022","Commercial","Unknown","850","810","37570","34900"
"In post","2022","Communications","Heterosexual / straight","2750","2650","42500","39020"
"In post","2022","Communications","LGBO","250","240","41030","38160"
"In post","2022","Communications","Undeclared","460","440","42620","39180"
"In post","2022","Communications","Unknown","720","700","42480","38750"
"In post","2022","Corporate Finance","Heterosexual / straight","70","70","53890","47570"
"In post","2022","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Corporate Finance","Unknown","60","60","42800","38580"
"In post","2022","Counter Fraud","Heterosexual / straight","4370","3970","29230","27570"
"In post","2022","Counter Fraud","LGBO","230","210","29010","27570"
"In post","2022","Counter Fraud","Undeclared","600","530","28600","27570"
"In post","2022","Counter Fraud","Unknown","1390","1220","29490","27570"
"In post","2022","Digital, Data and Technology","Heterosexual / straight","13220","12860","42280","38880"
"In post","2022","Digital, Data and Technology","LGBO","850","840","40690","36750"
"In post","2022","Digital, Data and Technology","Undeclared","1990","1930","41850","38650"
"In post","2022","Digital, Data and Technology","Unknown","3960","3870","41990","38270"
"In post","2022","Economics","Heterosexual / straight","1420","1390","48430","48500"
"In post","2022","Economics","LGBO","140","140","44610","39890"
"In post","2022","Economics","Undeclared","180","180","47630","46050"
"In post","2022","Economics","Unknown","350","340","44880","37610"
"In post","2022","Finance","Heterosexual / straight","9110","8760","40600","36500"
"In post","2022","Finance","LGBO","390","390","41530","36820"
"In post","2022","Finance","Undeclared","1300","1250","40530","36820"
"In post","2022","Finance","Unknown","1520","1450","39230","36050"
"In post","2022","Geography","Heterosexual / straight","310","300","31950","33290"
"In post","2022","Geography","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Geography","Undeclared","40","40","[c]","[c]"
"In post","2022","Geography","Unknown","120","120","30400","29200"
"In post","2022","Human Resources","Heterosexual / straight","7330","6950","39390","35200"
"In post","2022","Human Resources","LGBO","500","490","40090","35310"
"In post","2022","Human Resources","Undeclared","740","700","36490","33300"
"In post","2022","Human Resources","Unknown","1030","980","36950","33000"
"In post","2022","Inspector of Education and Training","Heterosexual / straight","810","790","65410","70500"
"In post","2022","Inspector of Education and Training","LGBO","60","50","70110","75500"
"In post","2022","Inspector of Education and Training","Undeclared","40","40","[c]","[c]"
"In post","2022","Inspector of Education and Training","Unknown","40","30","[c]","[c]"
"In post","2022","Intelligence Analysis","Heterosexual / straight","2380","2270","33610","30820"
"In post","2022","Intelligence Analysis","LGBO","120","110","34710","30750"
"In post","2022","Intelligence Analysis","Undeclared","410","390","34950","31870"
"In post","2022","Intelligence Analysis","Unknown","330","320","34060","31520"
"In post","2022","Internal Audit","Heterosexual / straight","600","570","46400","43430"
"In post","2022","Internal Audit","LGBO","40","40","[c]","[c]"
"In post","2022","Internal Audit","Undeclared","90","90","46900","43160"
"In post","2022","Internal Audit","Unknown","50","40","[c]","[c]"
"In post","2022","International Trade","Heterosexual / straight","970","950","47940","47980"
"In post","2022","International Trade","LGBO","110","110","48280","46150"
"In post","2022","International Trade","Undeclared","90","90","47560","51710"
"In post","2022","International Trade","Unknown","470","470","45550","40070"
"In post","2022","Knowledge and Information Management","Heterosexual / straight","1620","1560","35480","32470"
"In post","2022","Knowledge and Information Management","LGBO","110","110","34810","33000"
"In post","2022","Knowledge and Information Management","Undeclared","300","290","35030","32760"
"In post","2022","Knowledge and Information Management","Unknown","350","330","36510","33080"
"In post","2022","Legal","Heterosexual / straight","8320","7800","49120","50380"
"In post","2022","Legal","LGBO","490","480","50390","51250"
"In post","2022","Legal","Undeclared","970","900","48370","47100"
"In post","2022","Legal","Unknown","2890","2690","48070","48830"
"In post","2022","Medicine","Heterosexual / straight","1740","1550","53780","40940"
"In post","2022","Medicine","LGBO","60","60","59180","46950"
"In post","2022","Medicine","Undeclared","250","220","66200","61440"
"In post","2022","Medicine","Unknown","470","410","56980","45840"
"In post","2022","Operational Delivery","Heterosexual / straight","169340","155560","29040","27570"
"In post","2022","Operational Delivery","LGBO","10380","9990","28740","27570"
"In post","2022","Operational Delivery","Undeclared","21340","19200","29160","27380"
"In post","2022","Operational Delivery","Unknown","53940","48640","27470","26120"
"In post","2022","Operational Research","Heterosexual / straight","550","520","46450","44440"
"In post","2022","Operational Research","LGBO","70","70","40120","38070"
"In post","2022","Operational Research","Undeclared","60","60","47510","42760"
"In post","2022","Operational Research","Unknown","460","440","43810","47010"
"In post","2022","Other","Heterosexual / straight","21110","19970","30040","26820"
"In post","2022","Other","LGBO","1020","990","30160","27570"
"In post","2022","Other","Undeclared","2690","2550","30460","26930"
"In post","2022","Other","Unknown","5550","5300","33920","30480"
"In post","2022","Planning","Heterosexual / straight","170","160","45730","41560"
"In post","2022","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Heterosexual / straight","280","250","56240","58810"
"In post","2022","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Planning Inspectors","Undeclared","30","30","[c]","[c]"
"In post","2022","Planning Inspectors","Unknown","50","40","57030","58810"
"In post","2022","Policy","Heterosexual / straight","23130","22430","47570","43760"
"In post","2022","Policy","LGBO","2380","2340","46640","41970"
"In post","2022","Policy","Undeclared","3140","3060","47130","43310"
"In post","2022","Policy","Unknown","4310","4190","46580","42390"
"In post","2022","Project Delivery","Heterosexual / straight","11470","11040","43760","40520"
"In post","2022","Project Delivery","LGBO","610","600","42940","40040"
"In post","2022","Project Delivery","Undeclared","1360","1300","44330","40580"
"In post","2022","Project Delivery","Unknown","2440","2320","41770","39980"
"In post","2022","Property","Heterosexual / straight","5370","5160","38500","34000"
"In post","2022","Property","LGBO","230","220","38390","33370"
"In post","2022","Property","Undeclared","710","670","38890","34620"
"In post","2022","Property","Unknown","1290","1230","35400","31900"
"In post","2022","Psychology","Heterosexual / straight","1140","1090","36010","31180"
"In post","2022","Psychology","LGBO","70","70","31490","29060"
"In post","2022","Psychology","Undeclared","90","80","35090","31180"
"In post","2022","Psychology","Unknown","230","220","36080","34340"
"In post","2022","Science and Engineering","Heterosexual / straight","8410","8110","38740","37400"
"In post","2022","Science and Engineering","LGBO","470","460","35700","32330"
"In post","2022","Science and Engineering","Undeclared","1550","1470","39740","38420"
"In post","2022","Science and Engineering","Unknown","3520","3390","40610","38110"
"In post","2022","Security","Heterosexual / straight","6610","6450","31750","28420"
"In post","2022","Security","LGBO","300","300","33920","32260"
"In post","2022","Security","Undeclared","960","930","35260","37680"
"In post","2022","Security","Unknown","1420","1400","33380","31020"
"In post","2022","Social Research","Heterosexual / straight","940","900","42940","38650"
"In post","2022","Social Research","LGBO","120","120","40610","37610"
"In post","2022","Social Research","Undeclared","70","70","43650","38340"
"In post","2022","Social Research","Unknown","190","190","40580","38340"
"In post","2022","Statistics","Heterosexual / straight","1700","1630","44880","40520"
"In post","2022","Statistics","LGBO","180","170","40890","38340"
"In post","2022","Statistics","Undeclared","170","160","42370","38340"
"In post","2022","Statistics","Unknown","360","350","40390","37830"
"In post","2022","Tax","Heterosexual / straight","11500","10930","36740","33370"
"In post","2022","Tax","LGBO","880","860","34110","33080"
"In post","2022","Tax","Undeclared","1360","1270","39490","33680"
"In post","2022","Tax","Unknown","5860","5570","31320","26820"
"In post","2022","Unknown","Heterosexual / straight","17790","17210","42680","36730"
"In post","2022","Unknown","LGBO","1690","1660","40010","34550"
"In post","2022","Unknown","Undeclared","1530","1490","44400","40060"
"In post","2022","Unknown","Unknown","11240","10900","40480","32040"
"In post","2022","Veterinarian","Heterosexual / straight","280","270","43760","38750"
"In post","2022","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2022","Veterinarian","Undeclared","70","70","46700","47550"
"In post","2022","Veterinarian","Unknown","60","50","44070","40600"
"Leaver CS","2021","Commercial","Heterosexual / straight","130","120","39640","37670"
"Leaver CS","2021","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Unknown","40","30","[c]","[c]"
"Leaver CS","2021","Communications","Heterosexual / straight","130","120","37180","33300"
"Leaver CS","2021","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","80","70","36780","33120"
"Leaver CS","2021","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Heterosexual / straight","230","220","42880","38450"
"Leaver CS","2021","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Undeclared","50","40","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Unknown","160","150","41300","38220"
"Leaver CS","2021","Economics","Heterosexual / straight","60","60","[c]","[c]"
"Leaver CS","2021","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Finance","Heterosexual / straight","170","160","41910","37720"
"Leaver CS","2021","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Undeclared","30","30","[c]","[c]"
"Leaver CS","2021","Finance","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Human Resources","Heterosexual / straight","210","200","39030","33650"
"Leaver CS","2021","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Unknown","50","50","38080","31610"
"Leaver CS","2021","Inspector of Education and Training","Heterosexual / straight","60","50","67890","75500"
"Leaver CS","2021","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Heterosexual / straight","60","50","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Heterosexual / straight","70","60","32150","28540"
"Leaver CS","2021","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Heterosexual / straight","240","200","53590","54140"
"Leaver CS","2021","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","Undeclared","40","30","[c]","[c]"
"Leaver CS","2021","Legal","Unknown","120","100","53750","55610"
"Leaver CS","2021","Medicine","Heterosexual / straight","180","150","53520","38890"
"Leaver CS","2021","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","60","50","51600","37890"
"Leaver CS","2021","Operational Delivery","Heterosexual / straight","4580","4070","28180","23250"
"Leaver CS","2021","Operational Delivery","LGBO","270","250","27870","22460"
"Leaver CS","2021","Operational Delivery","Undeclared","840","720","28330","24590"
"Leaver CS","2021","Operational Delivery","Unknown","2560","2320","27000","22390"
"Leaver CS","2021","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Heterosexual / straight","890","850","29360","26670"
"Leaver CS","2021","Other","LGBO","30","30","[c]","[c]"
"Leaver CS","2021","Other","Undeclared","130","120","27500","26240"
"Leaver CS","2021","Other","Unknown","420","410","33320","29930"
"Leaver CS","2021","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Heterosexual / straight","410","390","47600","40960"
"Leaver CS","2021","Policy","LGBO","50","50","[c]","[c]"
"Leaver CS","2021","Policy","Undeclared","60","60","47640","46080"
"Leaver CS","2021","Policy","Unknown","300","290","41190","35020"
"Leaver CS","2021","Project Delivery","Heterosexual / straight","310","290","41880","37670"
"Leaver CS","2021","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Undeclared","50","50","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","70","70","34380","36030"
"Leaver CS","2021","Property","Heterosexual / straight","240","220","33490","30780"
"Leaver CS","2021","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Undeclared","50","50","37700","36100"
"Leaver CS","2021","Property","Unknown","130","110","29280","25500"
"Leaver CS","2021","Psychology","Heterosexual / straight","70","60","[c]","[c]"
"Leaver CS","2021","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Undeclared","[c]","[c]","[c]","[c]"
