"Status","Year","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Policy","Heterosexual / straight","1410","1290","45370","40220"
"Leaver Dept.","2022","Policy","LGBO","210","180","43780","40050"
"Leaver Dept.","2022","Policy","Undeclared","480","160","45880","41970"
"Leaver Dept.","2022","Policy","Unknown","310","310","45000","40270"
"Leaver Dept.","2022","Project Delivery","Heterosexual / straight","380","370","40370","37040"
"Leaver Dept.","2022","Project Delivery","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2022","Project Delivery","Unknown","70","70","42300","39030"
"Leaver Dept.","2022","Property","Heterosexual / straight","80","70","42670","37320"
"Leaver Dept.","2022","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Heterosexual / straight","1500","1390","38380","36020"
"Leaver Dept.","2022","Science and Engineering","LGBO","110","100","37380","32560"
"Leaver Dept.","2022","Science and Engineering","Undeclared","240","210","40680","40060"
"Leaver Dept.","2022","Science and Engineering","Unknown","430","400","45130","41180"
"Leaver Dept.","2022","Security","Heterosexual / straight","60","60","37620","35310"
"Leaver Dept.","2022","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2022","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Heterosexual / straight","70","70","43910","41320"
"Leaver Dept.","2022","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Heterosexual / straight","1270","1210","44450","38160"
"Leaver Dept.","2022","Unknown","LGBO","150","140","41170","35430"
"Leaver Dept.","2022","Unknown","Undeclared","300","140","41650","34850"
"Leaver Dept.","2022","Unknown","Unknown","2690","2340","38350","32000"
"Leaver Dept.","2022","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Heterosexual / straight","280","270","35050","33650"
"New entrant CS","2021","Commercial","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Unknown","160","150","39790","37420"
"New entrant CS","2021","Communications","Heterosexual / straight","230","220","36090","32560"
"New entrant CS","2021","Communications","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Communications","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Unknown","190","190","36350","30850"
"New entrant CS","2021","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Heterosexual / straight","40","40","[c]","[c]"
"New entrant CS","2021","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data and Technology","Heterosexual / straight","910","910","40950","38160"
"New entrant CS","2021","Digital, Data and Technology","LGBO","90","90","37110","34830"
"New entrant CS","2021","Digital, Data and Technology","Undeclared","100","100","41420","37610"
"New entrant CS","2021","Digital, Data and Technology","Unknown","750","740","40490","36800"
"New entrant CS","2021","Economics","Heterosexual / straight","270","270","32400","31800"
"New entrant CS","2021","Economics","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Undeclared","30","30","[c]","[c]"
"New entrant CS","2021","Economics","Unknown","150","150","31200","32390"
"New entrant CS","2021","Finance","Heterosexual / straight","450","430","36040","32810"
"New entrant CS","2021","Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Unknown","220","210","34810","32790"
"New entrant CS","2021","Human Resources","Heterosexual / straight","470","450","33520","29200"
"New entrant CS","2021","Human Resources","LGBO","50","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","180","170","34130","30740"
"New entrant CS","2021","Inspector of Education and Training","Heterosexual / straight","80","80","64200","70500"
"New entrant CS","2021","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Heterosexual / straight","60","60","32650","28700"
"New entrant CS","2021","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Unknown","90","90","42040","36820"
"New entrant CS","2021","Internal Audit","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2021","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Heterosexual / straight","80","80","35320","31800"
"New entrant CS","2021","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Unknown","50","50","29980","31800"
"New entrant CS","2021","Knowledge and Information Management","Heterosexual / straight","120","110","31980","30200"
"New entrant CS","2021","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Legal","Heterosexual / straight","620","600","43520","43920"
"New entrant CS","2021","Legal","LGBO","40","40","[c]","[c]"
"New entrant CS","2021","Legal","Undeclared","50","50","[c]","[c]"
"New entrant CS","2021","Legal","Unknown","220","210","38410","30850"
"New entrant CS","2021","Medicine","Heterosexual / straight","250","210","50500","38890"
"New entrant CS","2021","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Medicine","Undeclared","30","20","[c]","[c]"
"New entrant CS","2021","Medicine","Unknown","100","80","48370","37890"
"New entrant CS","2021","Operational Delivery","Heterosexual / straight","8510","8190","26410","22920"
"New entrant CS","2021","Operational Delivery","LGBO","840","820","25200","22920"
"New entrant CS","2021","Operational Delivery","Undeclared","730","680","27910","24020"
"New entrant CS","2021","Operational Delivery","Unknown","5950","5740","24080","22350"
"New entrant CS","2021","Operational Research","Heterosexual / straight","70","70","32790","32540"
"New entrant CS","2021","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Other","Heterosexual / straight","1190","1160","27640","24010"
"New entrant CS","2021","Other","LGBO","90","80","26940","25690"
"New entrant CS","2021","Other","Undeclared","90","90","29800","23450"
"New entrant CS","2021","Other","Unknown","470","460","30210","27450"
"New entrant CS","2021","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Heterosexual / straight","1700","1680","36860","33570"
"New entrant CS","2021","Policy","LGBO","270","270","35630","33210"
"New entrant CS","2021","Policy","Undeclared","220","220","36710","33570"
"New entrant CS","2021","Policy","Unknown","1140","1120","38790","33570"
"New entrant CS","2021","Project Delivery","Heterosexual / straight","780","770","37750","34710"
"New entrant CS","2021","Project Delivery","LGBO","70","70","34490","33000"
"New entrant CS","2021","Project Delivery","Undeclared","40","40","[c]","[c]"
"New entrant CS","2021","Project Delivery","Unknown","290","290","37810","35050"
"New entrant CS","2021","Property","Heterosexual / straight","340","330","34030","31450"
"New entrant CS","2021","Property","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Unknown","120","120","34100","28500"
"New entrant CS","2021","Psychology","Heterosexual / straight","60","60","26360","24620"
"New entrant CS","2021","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Heterosexual / straight","890","830","32490","30000"
"New entrant CS","2021","Science and Engineering","LGBO","90","90","28110","26880"
"New entrant CS","2021","Science and Engineering","Undeclared","100","90","31890","31370"
"New entrant CS","2021","Science and Engineering","Unknown","230","230","29230","25190"
"New entrant CS","2021","Security","Heterosexual / straight","440","430","26510","23540"
"New entrant CS","2021","Security","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Security","Unknown","260","260","29020","25540"
"New entrant CS","2021","Social Research","Heterosexual / straight","140","140","33030","32540"
"New entrant CS","2021","Social Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Unknown","50","50","35200","32540"
"New entrant CS","2021","Statistics","Heterosexual / straight","210","210","34280","31810"
"New entrant CS","2021","Statistics","LGBO","30","30","[c]","[c]"
"New entrant CS","2021","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Unknown","100","100","32150","30480"
"New entrant CS","2021","Tax","Heterosexual / straight","940","920","23130","20140"
"New entrant CS","2021","Tax","LGBO","100","100","22650","20140"
"New entrant CS","2021","Tax","Undeclared","50","50","25030","20140"
"New entrant CS","2021","Tax","Unknown","2150","2100","22280","20140"
"New entrant CS","2021","Unknown","Heterosexual / straight","14590","14300","27500","27570"
"New entrant CS","2021","Unknown","LGBO","1560","1540","27130","27570"
"New entrant CS","2021","Unknown","Undeclared","900","890","28360","27570"
"New entrant CS","2021","Unknown","Unknown","4410","4310","32840","28000"
"New entrant CS","2021","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Commercial","Heterosexual / straight","490","480","32250","30420"
"New entrant CS","2022","Commercial","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Commercial","Undeclared","100","50","34760","33000"
"New entrant CS","2022","Commercial","Unknown","170","160","33080","28650"
"New entrant CS","2022","Communications","Heterosexual / straight","300","290","36760","33100"
"New entrant CS","2022","Communications","LGBO","50","50","[c]","[c]"
"New entrant CS","2022","Communications","Undeclared","110","70","36320","30590"
"New entrant CS","2022","Communications","Unknown","140","140","35450","34260"
"New entrant CS","2022","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Heterosexual / straight","580","560","26310","27570"
"New entrant CS","2022","Counter Fraud","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Counter Fraud","Unknown","60","60","26370","27570"
"New entrant CS","2022","Digital, Data and Technology","Heterosexual / straight","1620","1600","38290","35900"
"New entrant CS","2022","Digital, Data and Technology","LGBO","170","170","36000","33080"
"New entrant CS","2022","Digital, Data and Technology","Undeclared","230","200","36660","33080"
"New entrant CS","2022","Digital, Data and Technology","Unknown","770","760","38930","35050"
"New entrant CS","2022","Economics","Heterosexual / straight","250","240","34610","31000"
"New entrant CS","2022","Economics","LGBO","30","30","[c]","[c]"
"New entrant CS","2022","Economics","Undeclared","30","[c]","[c]","[c]"
"New entrant CS","2022","Economics","Unknown","90","90","32570","32390"
"New entrant CS","2022","Finance","Heterosexual / straight","730","710","34900","32970"
"New entrant CS","2022","Finance","LGBO","60","60","36170","31570"
"New entrant CS","2022","Finance","Undeclared","140","90","35770","30690"
"New entrant CS","2022","Finance","Unknown","280","270","35350","33000"
"New entrant CS","2022","Geography","Heterosexual / straight","50","50","27530","20420"
"New entrant CS","2022","Geography","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Geography","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Human Resources","Heterosexual / straight","710","690","33180","30200"
"New entrant CS","2022","Human Resources","LGBO","80","80","33560","27840"
"New entrant CS","2022","Human Resources","Undeclared","90","70","28780","27270"
"New entrant CS","2022","Human Resources","Unknown","260","250","35790","29180"
"New entrant CS","2022","Inspector of Education and Training","Heterosexual / straight","150","150","58610","51360"
"New entrant CS","2022","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Heterosexual / straight","100","100","29630","28700"
"New entrant CS","2022","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Intelligence Analysis","Unknown","90","90","29320","28700"
"New entrant CS","2022","Internal Audit","Heterosexual / straight","50","50","39820","39200"
"New entrant CS","2022","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Heterosexual / straight","110","110","37410","31800"
"New entrant CS","2022","International Trade","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","International Trade","Unknown","70","70","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Heterosexual / straight","160","150","31010","29090"
"New entrant CS","2022","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Knowledge and Information Management","Unknown","30","30","[c]","[c]"
"New entrant CS","2022","Legal","Heterosexual / straight","690","670","43680","43920"
"New entrant CS","2022","Legal","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Legal","Unknown","170","160","36480","34260"
"New entrant CS","2022","Medicine","Heterosexual / straight","200","170","52860","40070"
"New entrant CS","2022","Medicine","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","Unknown","120","90","45900","39030"
"New entrant CS","2022","Operational Delivery","Heterosexual / straight","21150","20350","26420","24430"
"New entrant CS","2022","Operational Delivery","LGBO","2150","2100","25780","23170"
"New entrant CS","2022","Operational Delivery","Undeclared","1410","1320","28090","25860"
"New entrant CS","2022","Operational Delivery","Unknown","12120","11460","25870","23720"
"New entrant CS","2022","Operational Research","Heterosexual / straight","60","60","32580","31000"
"New entrant CS","2022","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Research","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Other","Heterosexual / straight","1660","1620","27540","23470"
"New entrant CS","2022","Other","LGBO","160","160","26900","23450"
"New entrant CS","2022","Other","Undeclared","100","100","29800","26950"
"New entrant CS","2022","Other","Unknown","710","690","25880","21640"
"New entrant CS","2022","Planning","Heterosexual / straight","50","50","42600","41980"
"New entrant CS","2022","Planning","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Heterosexual / straight","2470","2430","36610","33570"
"New entrant CS","2022","Policy","LGBO","370","360","35330","33210"
"New entrant CS","2022","Policy","Undeclared","320","290","35990","33210"
"New entrant CS","2022","Policy","Unknown","750","740","36980","34000"
"New entrant CS","2022","Project Delivery","Heterosexual / straight","750","740","37750","34710"
"New entrant CS","2022","Project Delivery","LGBO","70","70","34960","33160"
"New entrant CS","2022","Project Delivery","Undeclared","60","60","36870","34510"
"New entrant CS","2022","Project Delivery","Unknown","360","350","36750","35050"
"New entrant CS","2022","Property","Heterosexual / straight","450","440","35990","33000"
"New entrant CS","2022","Property","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Property","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Unknown","260","260","32290","27650"
"New entrant CS","2022","Psychology","Heterosexual / straight","120","120","26970","27700"
"New entrant CS","2022","Psychology","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Psychology","Unknown","50","50","[c]","[c]"
"New entrant CS","2022","Science and Engineering","Heterosexual / straight","1020","980","33520","31000"
"New entrant CS","2022","Science and Engineering","LGBO","100","100","29330","27540"
"New entrant CS","2022","Science and Engineering","Undeclared","130","120","33420","30000"
"New entrant CS","2022","Science and Engineering","Unknown","440","440","29100","26360"
"New entrant CS","2022","Security","Heterosexual / straight","360","350","28970","25000"
"New entrant CS","2022","Security","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Security","Unknown","270","270","27250","25000"
"New entrant CS","2022","Social Research","Heterosexual / straight","200","190","34870","31210"
"New entrant CS","2022","Social Research","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Social Research","Unknown","50","50","33960","33650"
"New entrant CS","2022","Statistics","Heterosexual / straight","230","220","33090","30710"
"New entrant CS","2022","Statistics","LGBO","40","40","[c]","[c]"
"New entrant CS","2022","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Statistics","Unknown","90","80","28170","26350"
"New entrant CS","2022","Tax","Heterosexual / straight","1460","1440","27670","26590"
"New entrant CS","2022","Tax","LGBO","180","180","27010","26590"
"New entrant CS","2022","Tax","Undeclared","80","80","27310","26590"
"New entrant CS","2022","Tax","Unknown","820","800","26940","26590"
"New entrant CS","2022","Unknown","Heterosexual / straight","3340","3270","32190","27570"
"New entrant CS","2022","Unknown","LGBO","450","450","31070","27500"
"New entrant CS","2022","Unknown","Undeclared","310","270","33470","29290"
"New entrant CS","2022","Unknown","Unknown","3980","3860","33090","28000"
"New entrant CS","2022","Veterinarian","Heterosexual / straight","30","30","[c]","[c]"
"New entrant CS","2022","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 30 civil servants for FTE or Headcount, and less than 50 civil servants for median and mean salary (shown as [c]). Additionally, zero responses have been suppressed for GPDR protected characteristics. Figures are rounded to the nearest 10, or 10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2022-07-26, with GIT 03ee02c.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Organisation specific notes on status: In late June 2021 around 7,000 employees from Community Rehabilitation Companies were transferred in from the private sector to HM Prison and Probation Service, counting as entrants. The Defence Electronics and Components Agency does not record the date in which their employees first enter the Civil Service and so entrants data is not available. HM Land Registry do not record where their departing employees transfer to and so are unable to identify those that transfer to another Civil Service department.","","","","","",""
"Year","Year of data collection (as at March 31st).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","Cabinet Office (excl agencies) reported profession information for only 60 out of a total 9,930 employees.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Sexual_orientation","Self reported sexual orientation.","","","","","",""
"","""Undeclared"" accounts for employees who have actively declared that they do not want to disclose their sexual orientation and ""Unknown"" accounts for employees who have not made an active declaration about their sexual orientation.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 10).","","","","","",""
"FTE","Total full-time equivalent employment numbers (rounded to nearest 10).","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"Median_salary","Median salary (rounded to nearest 10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
