"Status","Year","Sex","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Male","Surrey, East and West Sussex","260","240","30320","27570"
"Leaver CS","2021","Male","Tees Valley and Durham","250","210","30000","22350"
"Leaver CS","2021","Male","Unknown","360","360","41480","32700"
"Leaver CS","2021","Male","West Central Scotland","340","300","32030","27570"
"Leaver CS","2021","Male","West Midlands","420","380","34020","26120"
"Leaver CS","2021","Male","West Wales and The Valleys","370","340","27740","21590"
"Leaver CS","2021","Male","West Yorkshire","430","370","31590","27570"
"Leaver CS","2021","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Inner London - East","80","70","47320","40450"
"Leaver CS","2021","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Female","Bedfordshire and Hertfordshire","320","290","30490","27570"
"Leaver CS","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","600","540","29670","27570"
"Leaver CS","2022","Female","Cheshire","180","160","29600","27570"
"Leaver CS","2022","Female","Cornwall and Isles of Scilly","110","90","26440","21260"
"Leaver CS","2022","Female","Cumbria","110","90","27830","25830"
"Leaver CS","2022","Female","Derbyshire and Nottinghamshire","590","520","27470","26780"
"Leaver CS","2022","Female","Devon","340","290","27590","24650"
"Leaver CS","2022","Female","Dorset and Somerset","260","220","28190","26850"
"Leaver CS","2022","Female","East Anglia","720","630","30480","27570"
"Leaver CS","2022","Female","East Wales","750","640","29760","24250"
"Leaver CS","2022","Female","East Yorkshire and Northern Lincolnshire","180","150","26130","26240"
"Leaver CS","2022","Female","Eastern Scotland","830","730","32530","27570"
"Leaver CS","2022","Female","Essex","350","300","30190","29290"
"Leaver CS","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","1200","1070","32430","27570"
"Leaver CS","2022","Female","Greater Manchester","830","730","29600","26000"
"Leaver CS","2022","Female","Hampshire and Isle of Wight","720","610","28350","26470"
"Leaver CS","2022","Female","Herefordshire, Worcestershire and Warwickshire","220","190","26380","25100"
"Leaver CS","2022","Female","Highlands and Islands","100","90","26200","23780"
"Leaver CS","2022","Female","Inner London - East","1580","1460","41980","34870"
"Leaver CS","2022","Female","Inner London - West","2590","2190","42090","36660"
"Leaver CS","2022","Female","Kent","410","360","30050","27370"
"Leaver CS","2022","Female","Lancashire","640","530","26550","21260"
"Leaver CS","2022","Female","Leicestershire, Rutland and Northamptonshire","550","480","26860","21480"
"Leaver CS","2022","Female","Lincolnshire","130","120","26670","26670"
"Leaver CS","2022","Female","Merseyside","810","660","27790","25040"
"Leaver CS","2022","Female","North Eastern Scotland","70","60","30360","27570"
"Leaver CS","2022","Female","North Yorkshire","200","170","29780","26670"
"Leaver CS","2022","Female","Northern Ireland","110","100","27510","22580"
"Leaver CS","2022","Female","Northumberland, and Tyne and Wear","1140","920","28110","22080"
"Leaver CS","2022","Female","Outer London - East and North East","230","210","29860","31060"
"Leaver CS","2022","Female","Outer London - South","430","390","33230","30600"
"Leaver CS","2022","Female","Outer London - West and North West","500","450","31590","31060"
"Leaver CS","2022","Female","Overseas","60","60","[c]","[c]"
"Leaver CS","2022","Female","Shropshire and Staffordshire","420","360","27690","26470"
"Leaver CS","2022","Female","South Yorkshire","400","340","28900","26160"
"Leaver CS","2022","Female","Southern Scotland","300","240","28690","27570"
"Leaver CS","2022","Female","Surrey, East and West Sussex","530","460","30000","27570"
"Leaver CS","2022","Female","Tees Valley and Durham","390","320","26680","22600"
"Leaver CS","2022","Female","Unknown","620","470","27360","21840"
"Leaver CS","2022","Female","West Central Scotland","600","500","28370","24880"
"Leaver CS","2022","Female","West Midlands","880","760","32230","27570"
"Leaver CS","2022","Female","West Wales and The Valleys","380","310","26970","22600"
"Leaver CS","2022","Female","West Yorkshire","1090","880","29490","27570"
"Leaver CS","2022","Male","Bedfordshire and Hertfordshire","280","270","33090","29290"
"Leaver CS","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","700","680","30890","27570"
"Leaver CS","2022","Male","Cheshire","170","160","32510","27570"
"Leaver CS","2022","Male","Cornwall and Isles of Scilly","70","60","26200","21890"
"Leaver CS","2022","Male","Cumbria","90","90","31910","27170"
"Leaver CS","2022","Male","Derbyshire and Nottinghamshire","480","430","30450","26780"
"Leaver CS","2022","Male","Devon","420","390","31700","27570"
"Leaver CS","2022","Male","Dorset and Somerset","270","260","31510","27570"
"Leaver CS","2022","Male","East Anglia","740","690","32590","27570"
"Leaver CS","2022","Male","East Wales","800","750","34160","28850"
"Leaver CS","2022","Male","East Yorkshire and Northern Lincolnshire","240","230","28370","26930"
"Leaver CS","2022","Male","Eastern Scotland","810","750","35150","30450"
"Leaver CS","2022","Male","Essex","280","250","30470","28980"
"Leaver CS","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","1410","1350","35210","32920"
"Leaver CS","2022","Male","Greater Manchester","780","720","32670","27570"
"Leaver CS","2022","Male","Hampshire and Isle of Wight","810","730","32100","27570"
"Leaver CS","2022","Male","Herefordshire, Worcestershire and Warwickshire","250","240","27250","26320"
"Leaver CS","2022","Male","Highlands and Islands","90","90","29540","27570"
"Leaver CS","2022","Male","Inner London - East","1030","990","46820","40070"
"Leaver CS","2022","Male","Inner London - West","2340","2030","46810","41750"
"Leaver CS","2022","Male","Kent","390","370","32110","27990"
"Leaver CS","2022","Male","Lancashire","500","460","26500","21260"
"Leaver CS","2022","Male","Leicestershire, Rutland and Northamptonshire","370","350","29450","26670"
"Leaver CS","2022","Male","Lincolnshire","160","150","30370","27570"
"Leaver CS","2022","Male","Merseyside","540","480","29040","25040"
"Leaver CS","2022","Male","North Eastern Scotland","90","80","34330","27940"
"Leaver CS","2022","Male","North Yorkshire","210","200","33530","29200"
"Leaver CS","2022","Male","Northern Ireland","140","130","28300","23500"
"Leaver CS","2022","Male","Northumberland, and Tyne and Wear","710","640","28600","21260"
"Leaver CS","2022","Male","Outer London - East and North East","180","170","30160","31060"
"Leaver CS","2022","Male","Outer London - South","350","330","36790","31060"
"Leaver CS","2022","Male","Outer London - West and North West","410","360","32900","31060"
"Leaver CS","2022","Male","Overseas","80","70","52240","46600"
"Leaver CS","2022","Male","Shropshire and Staffordshire","360","340","29800","27570"
"Leaver CS","2022","Male","South Yorkshire","340","320","31920","27570"
"Leaver CS","2022","Male","Southern Scotland","240","220","31830","27570"
"Leaver CS","2022","Male","Surrey, East and West Sussex","400","370","30680","27570"
"Leaver CS","2022","Male","Tees Valley and Durham","320","290","27290","22400"
"Leaver CS","2022","Male","Unknown","610","540","34420","30730"
"Leaver CS","2022","Male","West Central Scotland","620","570","32990","27570"
"Leaver CS","2022","Male","West Midlands","610","570","33360","27570"
"Leaver CS","2022","Male","West Wales and The Valleys","270","250","31000","27570"
"Leaver CS","2022","Male","West Yorkshire","830","720","32190","27570"
"Leaver CS","2022","Unknown","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Derbyshire and Nottinghamshire","110","110","26890","24000"
"Leaver Dept.","2021","Female","Devon","60","50","25570","21600"
"Leaver Dept.","2021","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","East Anglia","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","East Wales","220","210","32270","29540"
"Leaver Dept.","2021","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Eastern Scotland","120","120","31910","27570"
"Leaver Dept.","2021","Female","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Gloucestershire, Wiltshire and Bath/Bristol area","330","310","35110","31950"
"Leaver Dept.","2021","Female","Greater Manchester","240","230","29630","27570"
"Leaver Dept.","2021","Female","Hampshire and Isle of Wight","110","100","31890","29200"
"Leaver Dept.","2021","Female","Herefordshire, Worcestershire and Warwickshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Inner London - East","230","230","44340","37580"
"Leaver Dept.","2021","Female","Inner London - West","2480","2250","44600","39340"
"Leaver Dept.","2021","Female","Kent","40","40","[c]","[c]"
"Leaver Dept.","2021","Female","Lancashire","100","90","[c]","[c]"
"Leaver Dept.","2021","Female","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"Leaver Dept.","2021","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Merseyside","210","190","29260","25130"
"Leaver Dept.","2021","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","North Yorkshire","60","60","36970","33300"
"Leaver Dept.","2021","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Northumberland and Tyne and Wear","270","260","27240","24280"
"Leaver Dept.","2021","Female","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Outer London - South","130","120","39470","34400"
"Leaver Dept.","2021","Female","Outer London - West and North West","60","60","[c]","[c]"
"Leaver Dept.","2021","Female","Overseas","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Female","Shropshire and Staffordshire","60","50","[c]","[c]"
"Leaver Dept.","2021","Female","South Yorkshire","90","90","33690","30830"
"Leaver Dept.","2021","Female","Southern Scotland","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Surrey, East and West Sussex","50","50","[c]","[c]"
"Leaver Dept.","2021","Female","Tees Valley and Durham","100","90","26130","24300"
"Leaver Dept.","2021","Female","Unknown","390","380","34820","32000"
"Leaver Dept.","2021","Female","West Central Scotland","170","160","27340","25860"
"Leaver Dept.","2021","Female","West Midlands","220","210","28280","24570"
"Leaver Dept.","2021","Female","West Wales and The Valleys","100","100","27430","26030"
"Leaver Dept.","2021","Female","West Yorkshire","190","170","31690","27570"
"Leaver Dept.","2021","Male","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Berkshire, Buckinghamshire and Oxfordshire","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Cheshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Derbyshire and Nottinghamshire","80","80","30020","22570"
"Leaver Dept.","2021","Male","Devon","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","East Anglia","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","East Wales","180","180","37180","36030"
"Leaver Dept.","2021","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Eastern Scotland","80","80","[c]","[c]"
"Leaver Dept.","2021","Male","Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Gloucestershire, Wiltshire and Bath/Bristol area","340","340","35920","32710"
"Leaver Dept.","2021","Male","Greater Manchester","220","210","29380","27570"
"Leaver Dept.","2021","Male","Hampshire and Isle of Wight","70","70","36340","28650"
"Leaver Dept.","2021","Male","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Inner London - East","230","230","45960","41010"
"Leaver Dept.","2021","Male","Inner London - West","1990","1810","44740","39420"
"Leaver Dept.","2021","Male","Kent","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Lancashire","90","90","[c]","[c]"
"Leaver Dept.","2021","Male","Leicestershire, Rutland and Northamptonshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Merseyside","150","140","28820","24890"
"Leaver Dept.","2021","Male","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","North Yorkshire","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Northumberland and Tyne and Wear","180","180","29040","27570"
"Leaver Dept.","2021","Male","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Male","Outer London - South","110","110","38660","33960"
"Leaver Dept.","2021","Male","Outer London - West and North West","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Overseas","70","40","[c]","[c]"
"Leaver Dept.","2021","Male","Shropshire and Staffordshire","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","South Yorkshire","60","60","35190","32300"
"Leaver Dept.","2021","Male","Southern Scotland","30","30","[c]","[c]"
"Leaver Dept.","2021","Male","Surrey, East and West Sussex","40","40","[c]","[c]"
"Leaver Dept.","2021","Male","Tees Valley and Durham","50","50","[c]","[c]"
"Leaver Dept.","2021","Male","Unknown","320","320","36500","32000"
"Leaver Dept.","2021","Male","West Central Scotland","130","130","27800","27140"
"Leaver Dept.","2021","Male","West Midlands","180","170","28860","24410"
"Leaver Dept.","2021","Male","West Wales and The Valleys","80","80","30100","26590"
"Leaver Dept.","2021","Male","West Yorkshire","150","140","33210","30280"
"Leaver Dept.","2021","Unknown","East Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Bedfordshire and Hertfordshire","50","50","[c]","[c]"
"Leaver Dept.","2022","Female","Berkshire, Buckinghamshire and Oxfordshire","270","230","40730","38200"
"Leaver Dept.","2022","Female","Cheshire","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Derbyshire and Nottinghamshire","320","300","33320","28590"
"Leaver Dept.","2022","Female","Devon","100","90","33570","27570"
"Leaver Dept.","2022","Female","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","East Anglia","280","250","36550","30760"
"Leaver Dept.","2022","Female","East Wales","310","300","32760","28850"
"Leaver Dept.","2022","Female","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Eastern Scotland","290","270","29380","27570"
"Leaver Dept.","2022","Female","Essex","80","70","38710","32310"
"Leaver Dept.","2022","Female","Gloucestershire, Wiltshire and Bath/Bristol area","1120","1040","35230","30330"
"Leaver Dept.","2022","Female","Greater Manchester","580","550","31850","27570"
"Leaver Dept.","2022","Female","Hampshire and Isle of Wight","140","130","36180","29670"
"Leaver Dept.","2022","Female","Herefordshire, Worcestershire and Warwickshire","60","50","[c]","[c]"
"Leaver Dept.","2022","Female","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Inner London - East","1580","1470","44530","40070"
"Leaver Dept.","2022","Female","Inner London - West","3380","2760","43880","38900"
"Leaver Dept.","2022","Female","Kent","100","100","38290","29920"
"Leaver Dept.","2022","Female","Lancashire","150","140","32720","31990"
"Leaver Dept.","2022","Female","Leicestershire, Rutland and Northamptonshire","70","60","26520","25120"
"Leaver Dept.","2022","Female","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Merseyside","410","380","30190","27470"
"Leaver Dept.","2022","Female","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","North Yorkshire","120","110","38090","34500"
"Leaver Dept.","2022","Female","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Northumberland, and Tyne and Wear","470","440","31190","27570"
"Leaver Dept.","2022","Female","Outer London - East and North East","70","60","31940","31060"
"Leaver Dept.","2022","Female","Outer London - South","200","190","37060","31330"
"Leaver Dept.","2022","Female","Outer London - West and North West","860","780","39420","32650"
"Leaver Dept.","2022","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Female","Shropshire and Staffordshire","100","90","34080","27570"
"Leaver Dept.","2022","Female","South Yorkshire","150","140","35740","31990"
"Leaver Dept.","2022","Female","Southern Scotland","110","100","34760","32000"
"Leaver Dept.","2022","Female","Surrey, East and West Sussex","110","110","38140","29870"
"Leaver Dept.","2022","Female","Tees Valley and Durham","130","120","30310","27570"
"Leaver Dept.","2022","Female","Unknown","420","290","36370","32000"
"Leaver Dept.","2022","Female","West Central Scotland","330","320","28790","27570"
"Leaver Dept.","2022","Female","West Midlands","640","600","33150","27570"
"Leaver Dept.","2022","Female","West Wales and The Valleys","100","100","31210","27570"
"Leaver Dept.","2022","Female","West Yorkshire","640","430","35060","30830"
"Leaver Dept.","2022","Male","Bedfordshire and Hertfordshire","40","30","[c]","[c]"
"Leaver Dept.","2022","Male","Berkshire, Buckinghamshire and Oxfordshire","180","170","44920","40560"
"Leaver Dept.","2022","Male","Cheshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Derbyshire and Nottinghamshire","170","170","34320","27570"
"Leaver Dept.","2022","Male","Devon","60","60","[c]","[c]"
"Leaver Dept.","2022","Male","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","East Anglia","170","170","40530","30610"
"Leaver Dept.","2022","Male","East Wales","260","250","35610","30830"
"Leaver Dept.","2022","Male","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Eastern Scotland","190","190","29490","27570"
"Leaver Dept.","2022","Male","Essex","50","50","[c]","[c]"
"Leaver Dept.","2022","Male","Gloucestershire, Wiltshire and Bath/Bristol area","780","760","39720","36310"
"Leaver Dept.","2022","Male","Greater Manchester","420","410","34500","27570"
"Leaver Dept.","2022","Male","Hampshire and Isle of Wight","140","140","35780","31180"
"Leaver Dept.","2022","Male","Herefordshire, Worcestershire and Warwickshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Inner London - East","860","820","47460","41070"
"Leaver Dept.","2022","Male","Inner London - West","2680","2210","45610","40190"
"Leaver Dept.","2022","Male","Kent","70","70","[c]","[c]"
"Leaver Dept.","2022","Male","Lancashire","110","110","35450","27570"
"Leaver Dept.","2022","Male","Leicestershire, Rutland and Northamptonshire","50","40","[c]","[c]"
